RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
3533,Gabriel Osho,,cardiff-city,CB,73,67,30,54,65,73,75
3542,Rob Dickie,,bristol-city,CB,73,53,45,54,57,73,79
3558,Wout Faes,,leicester-city,CB,73,52,39,54,60,73,75
3573,Cameron Burgess,,swansea-city,CB,73,48,37,57,54,73,78
3575,Chris Mepham,,west-brom,CB,73,47,37,55,61,74,72
3576,Caleb Okoli,,leicester-city,CB,73,58,30,49,57,74,78
3583,Jake Cooper,,millwall,CB,73,48,32,48,53,72,83
3590,Harry Souttar,,leicester-city,CB,73,46,28,51,54,73,75
3605,Alan Browne,,middlesbrough,CM,72,70,69,70,72,69,78
3616,Wes Burns,,ipswich,RM,72,89,67,63,73,60,71
3617,Riley McGree,,middlesbrough,LM,72,78,67,69,73,63,73
3636,Tomoki Iwata,,birmingham-city,CDM,72,75,64,66,69,68,77
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
3638,Million Manhoef,,stoke-city,RM,72,85,67,63,73,56,75
3645,Paik Seung Ho,,birmingham-city,CDM,72,67,67,70,73,66,75
3694,Ben Whiteman,,preston,CDM,72,63,65,72,68,67,78
3697,Liberato Cacace,,wrexham,LB,72,72,60,67,71,69,74
3705,Carl Rushworth,,coventry-city,GK,72,72,70,71,73,55,71
3722,Lewis O'Brien,,wrexham,CM,72,66,62,66,75,69,72
3726,Gonçalo Franco,,swansea-city,CDM,72,65,64,69,72,67,73
3732,Casper De Norre,,millwall,CDM,72,64,65,68,73,68,71
3742,Perry Ng,,cardiff-city,RB,72,72,59,65,67,70,75
3754,Shea Charles,,southampton,CM,72,62,61,73,69,69,74
3757,Moussa Sissoko,,watford,CM,72,51,64,72,70,70,80
3776,Anis Mehmeti,,bristol-city,LM,72,76,69,67,74,54,66
3790,Tatsuhiro Sakamoto,,coventry-city,RM,72,76,63,69,75,62,60
3802,Callum Brittain,,middlesbrough,RB,72,79,52,65,70,66,72
3803,Lewis Travis,,derby-county,CDM,72,65,59,65,68,69,78
3815,Kenny McLean,,norwich,CDM,72,58,67,68,71,66,73
3816,George Saville,,luton-town,CDM,72,58,65,70,69,68,73
3823,Liam Millar,,hull-city,LM,72,85,66,66,75,52,59
3827,Kaine Kesler-Hayden,,coventry-city,RB,72,78,54,67,72,67,65
3846,Bobby De Cordova-Reid,,leicester-city,RM,72,69,70,70,74,60,58
3848,Jack Stacey,,norwich,RB,72,71,55,65,69,68,73
3870,Scott Twine,,bristol-city,RM,72,77,70,71,73,55,53
3882,Sondre Tronstad,,blackburn-rovers,CDM,72,55,63,68,70,69,73
3883,Josh Windass,,wrexham,CAM,72,85,72,67,73,35,66
3907,Tom Fellows,,southampton,RM,72,83,64,69,72,46,63
3925,Will Smallbone,,millwall,CM,72,56,64,70,74,67,65
3948,Massimo Luongo,,millwall,CDM,72,52,65,67,69,70,71
3961,Hamza Choudhury,,leicester-city,RB,72,64,50,66,67,73,73
3969,Welington,,southampton,LB,72,75,52,66,70,67,63
3991,Ivor Pandur,,hull-city,GK,72,72,70,64,77,39,69
3999,Elijah Adebayo,,luton-town,ST,72,74,70,53,69,45,79
4003,Ben Johnson,,ipswich,RB,72,69,47,64,68,72,70
4006,Thierno Ballo,,millwall,LW,72,87,65,64,75,50,49
4016,Colby Bishop,,portsmouth,ST,72,66,71,60,67,42,83
4017,Marvelous Nakamba,,luton-town,CDM,72,57,54,62,71,71,74
4027,Demarai Gray,,birmingham-city,LM,72,81,69,65,77,38,58
4032,Tyrese Campbell,,sheffield-utd,ST,72,81,72,60,71,33,71
4033,Alex Cochrane,,birmingham-city,LB,72,73,45,66,68,68,68
4075,Mads Frøkjær,,preston,CAM,72,62,66,70,74,48,64
4092,George Hirst,,ipswich,ST,72,73,71,55,66,43,74
4096,Patson Daka,,leicester-city,ST,72,86,71,58,74,26,67
4101,Teden Mengi,,luton-town,CB,72,78,39,55,64,72,74
4107,Darnell Furlong,,ipswich,RB,72,73,36,60,69,68,75
4132,Marc Bola,,watford,LB,72,75,35,58,67,70,73
4154,Kieffer Moore,,wrexham,ST,72,61,69,56,65,46,79
4155,Krystian Bielik,,west-brom,CB,72,54,46,63,63,71,79
4156,Todd Cantwell,,blackburn-rovers,CAM,72,70,66,71,74,43,52
4163,Cameron Archer,,southampton,ST,72,82,71,59,73,25,65
4166,Steven Nzonzi,,stoke-city,CDM,72,37,56,67,66,72,76
4167,Conor Coady,,wrexham,CB,72,43,56,71,64,74,66
4169,Josh Maja,,west-brom,ST,72,75,72,62,71,28,66
4183,Chris Willock,,cardiff-city,LM,72,79,68,65,75,29,56
4197,Samuel Edozie,,southampton,LW,72,84,62,65,75,28,57
4202,Mikey Johnston,,west-brom,LM,72,85,69,64,75,29,48
4235,Patrick Roberts,,birmingham-city,RM,72,81,65,66,78,28,47
4247,Christoph Klarer,,birmingham-city,CB,72,65,37,51,61,73,76
4277,John Egan,,hull-city,CB,72,50,45,52,60,72,74
4284,Jack Stephens,,southampton,CB,72,42,42,61,64,73,70
4289,Matt Clarke,,derby-county,CB,72,49,37,53,62,72,78
4291,Dael Fry,,middlesbrough,CB,72,62,29,56,59,72,73
4292,Luke McNally,,bristol-city,CB,72,54,35,53,61,71,77
4298,Jake Clarke-Salter,,qpr,CB,72,64,33,53,51,74,74
4348,Steve Cook,,qpr,CB,72,34,34,55,56,72,75
4365,Edo Kayembe,,watford,CM,71,72,66,69,70,67,78
4394,George Honeyman,,blackpool,CAM,71,70,65,71,71,65,73
4397,Ryan Giles,,hull-city,LB,71,86,59,70,72,61,67
4415,Cameron Brannagan,,oxford-united,CDM,71,65,69,71,69,63,75
4426,Eliot Matazo,,hull-city,CDM,71,69,60,68,74,67,74
4430,Callum Lang,,portsmouth,CAM,71,80,70,66,73,49,73
4445,Malick Yalcouyé,,swansea-city,RM,71,83,57,64,71,65,69
4446,Ryan Leonard,,millwall,RB,71,71,63,65,66,67,77
4471,Marko Stamenić,,swansea-city,CDM,71,67,60,68,71,66,75
4474,Jordan Clark,,luton-town,CM,71,67,63,71,73,64,68
4479,Nicolas Madsen,,qpr,CAM,71,58,68,73,71,66,70
4519,Tahith Chong,,sheffield-utd,CAM,71,77,66,70,73,54,63
4522,Kasey McAteer,,ipswich,RM,71,81,67,66,71,54,64
4531,Neto Borges,,bristol-city,LB,71,67,51,66,70,68,80
4534,Isaiah Jones,,luton-town,RM,71,84,56,65,73,63,61
4538,Oliver Arblaster,,sheffield-utd,CM,71,65,61,69,71,65,71
4544,Sorba Thomas,,stoke-city,RM,71,87,59,67,70,48,70
4583,Max Lowe,,sheffield-wed,LB,71,78,49,64,71,69,67
4584,Lawrence Vigouroux,,swansea-city,GK,71,72,69,69,72,47,69
4614,Sondre Langås,,derby-county,CB,71,86,38,56,63,68,85
4622,Ephron Mason-Clark,,coventry-city,LM,71,83,67,65,73,34,73
4624,Nicolas Schmid,,portsmouth,GK,71,70,70,69,72,44,70
4666,Jonathan Varane,,qpr,CDM,71,63,49,64,69,69,78
4676,Zeidane Inoussa,,swansea-city,LW,71,84,67,65,73,36,66
4678,Radek Vitek,,bristol-city,GK,71,70,68,65,73,46,69
4705,Karlan Grant,,west-brom,LM,71,82,71,63,71,33,69
4708,Yan Valery,,sheffield-wed,RB,71,62,52,63,68,70,74
4732,Luke Ayling,,middlesbrough,RB,71,53,58,64,69,72,71
4755,Eom Ji Sung,,swansea-city,LM,71,85,64,63,73,36,65
4792,Jacob Widell Zetterström,,derby-county,GK,71,75,70,59,74,38,67
4820,Mirko Topić,,norwich,CDM,71,65,48,62,61,71,75
4825,Harry Darling,,norwich,CB,71,68,45,59,62,70,77
4827,Pelle Mattsson,,norwich,CDM,71,58,53,64,67,68,71
4842,Ronald,,swansea-city,RM,71,87,65,63,72,36,57
4847,Calum Chambers,,cardiff-city,CB,71,50,56,67,65,71,70
4849,Matt Targett,,middlesbrough,LB,71,62,47,70,69,72,59
4860,Charlie Hughes,,hull-city,CB,71,70,39,58,63,71,78
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
4888,Sam Field,,qpr,CDM,71,56,54,62,64,72,68
4911,Darragh Lenihan,,middlesbrough,CB,71,64,46,58,59,71,75
4921,Ben Davies,,oxford-united,CB,71,66,39,59,64,72,72
4929,Tom Cannon,,sheffield-utd,ST,71,78,71,59,71,28,65
4933,Formose Mendy,,watford,CB,71,73,37,56,60,70,75
4939,Alfie Jones,,middlesbrough,CB,71,64,40,59,59,71,77
4948,Alfie Gilchrist,,west-brom,RB,71,61,42,60,62,73,71
4957,Bae Jun Ho,,stoke-city,LM,71,74,61,69,73,36,55
4966,Emil Riis,,bristol-city,ST,71,73,73,54,67,28,71
4971,Jack Robinson,,birmingham-city,CB,71,57,41,60,62,71,74
4974,Bobby Thomas,,coventry-city,CB,71,60,49,51,54,70,81
5010,Ross Stewart,,southampton,ST,71,68,71,57,64,30,70
5029,Reece Burke,,charlton-ath,CB,71,61,36,54,61,71,73
5063,Jordan Storey,,preston,CB,71,53,34,55,57,71,75
5071,Dominic Hyam,,wrexham,CB,71,51,32,54,58,71,76
5074,Rob Atkinson,,bristol-city,CB,71,60,25,49,57,71,78
5087,Ben Cabango,,swansea-city,CB,71,61,28,47,52,71,76
5100,Mattie Pollock,,watford,CB,71,51,27,49,50,71,78
5101,Liam Lindsay,,preston,CB,71,36,35,52,50,71,81
5102,Shane Duffy,,norwich,CB,71,34,47,48,47,71,77
5107,Mads Juel Andersen,,luton-town,CB,71,41,34,45,49,70,80
5130,Lewis Baker,,stoke-city,CM,70,64,71,73,70,64,71
5146,Kal Naismith,,luton-town,CB,70,65,65,66,67,70,77
5157,Ross McCrorie,,bristol-city,RB,70,77,53,61,67,67,84
5170,Jack Taylor,,ipswich,CDM,70,67,67,66,69,68,71
5174,Regan Slater,,hull-city,CM,70,71,61,69,72,65,70
5183,Tom Dele-Bashiru,,watford,CM,70,77,66,66,72,62,64
5190,Harry Clarke,,ipswich,RB,70,79,57,60,65,66,79
5213,Victor Torp,,coventry-city,CM,70,63,67,71,71,64,68
5214,Brian De Keersmaecker,,oxford-united,CDM,70,76,60,66,66,65,71
5237,Josh Tymon,,swansea-city,LB,70,76,56,67,67,65,71
5238,Brandon Williams,,hull-city,LB,70,75,56,65,69,67,70
5239,Ali McCann,,preston,CM,70,65,59,65,69,70,74
5246,Joe Bryan,,millwall,LB,70,72,58,66,68,66,71
5263,Kasey Palmer,,hull-city,CAM,70,67,66,71,74,52,70
5264,Keshi Anderson,,birmingham-city,LM,70,80,63,65,70,54,68
5266,Lewis Wing,,reading,CM,70,55,69,71,66,64,75
5269,Ryoya Morishita,,blackburn-rovers,CM,70,74,59,66,73,64,64
5286,Sydie Peck,,sheffield-utd,CDM,70,68,57,67,69,66,72
5291,Lewie Coyle,,hull-city,RB,70,73,51,64,68,67,75
5297,Josh Eccles,,coventry-city,CDM,70,70,56,68,67,68,69
5307,Alfie May,,huddersfield,ST,70,84,71,62,70,39,71
5321,Amari'i Bell,,charlton-ath,CB,70,75,50,61,67,70,73
5324,Tom Davies,,sheffield-utd,CM,70,59,62,70,70,67,68
5326,Callum Styles,,west-brom,LB,70,68,62,66,69,65,66
5327,Yuri Ribeiro,,blackburn-rovers,LB,70,76,51,67,68,67,67
5332,Joe Gelhardt,,hull-city,ST,70,75,71,67,74,39,70
5347,Emiliano Marcondes,,norwich,CM,70,70,68,71,71,49,66
5348,Joe Lumley,,bristol-city,GK,70,71,66,74,72,44,68
5363,Willum Þór Willumsson,,birmingham-city,CAM,70,55,69,71,71,53,76
5367,Jamal Lowe,,sheffield-wed,ST,70,84,69,60,72,40,69
5375,James Beadle,,birmingham-city,GK,70,70,69,68,71,46,70
5384,Cameron Pring,,bristol-city,LB,70,80,48,61,67,66,71
5389,Owen Beck,,derby-county,LB,70,71,51,67,72,64,68
5392,Andreas Weimann,,derby-county,CAM,70,69,72,65,70,45,71
5403,Oliver Dovin,,coventry-city,GK,70,70,68,68,71,47,68
5416,Danny Ward,,wrexham,GK,70,71,69,68,69,46,68
5417,John Swift,,portsmouth,CAM,70,60,70,71,73,58,59
5420,David Turnbull,,cardiff-city,CM,70,54,71,73,70,60,63
5437,Max O'Leary,,bristol-city,GK,70,70,68,68,72,43,69
5463,Jakub Stolarczyk,,leicester-city,GK,70,72,69,69,73,36,70
5469,Vladan Kovacević,,norwich,GK,70,73,70,69,69,37,71
5473,Alex McCarthy,,southampton,GK,70,71,70,62,72,45,68
5475,Daniel Iversen,,preston,GK,70,70,69,66,70,45,68
5476,Nathan Trott,,cardiff-city,GK,70,72,68,68,73,39,68
5488,Jed Wallace,,west-brom,RM,70,73,67,69,71,45,62
5499,Toby Collyer,,west-brom,CDM,70,67,49,67,68,67,69
5514,Seny Dieng,,middlesbrough,GK,70,70,67,69,74,40,66
5532,Alfons Sampsted,,birmingham-city,RB,70,73,47,61,67,65,72
5543,Will Keane,,preston,ST,70,61,70,62,69,47,75
5553,Róbert Boženík,,stoke-city,ST,70,75,71,63,67,34,74
5556,Aaron Ramsey,,leicester-city,LM,70,72,63,67,72,50,60
5570,Jakov Medić,,norwich,CB,70,64,52,59,58,67,83
5576,Charlie Taylor,,west-brom,LB,70,54,52,67,68,71,70
5579,Joe Williams,,bristol-city,CDM,70,53,57,68,68,68,68
5581,George Tanner,,bristol-city,RB,70,71,49,61,65,67,69
5585,Milutin Osmajić,,preston,ST,70,78,72,56,62,37,77
5586,Alfie Devine,,preston,CAM,70,65,66,67,70,54,60
5603,Femi Azeez,,millwall,LM,70,79,66,62,72,35,67
5610,Nahki Wells,,luton-town,ST,70,70,71,63,69,43,64
5620,Luke Thomas,,leicester-city,LB,70,72,42,64,67,67,68
5622,Louie Barry,,sheffield-utd,LM,70,89,69,62,73,29,58
5646,Michael Frey,,qpr,ST,70,59,71,61,60,41,86
5648,Liam Cullen,,swansea-city,CAM,70,76,71,64,70,31,66
5671,Ryan Fraser,,southampton,LM,70,71,68,69,74,48,46
5673,Ben Pearson,,stoke-city,CDM,70,55,49,62,67,67,76
5675,Conor Shaughnessy,,portsmouth,CB,70,62,49,59,59,69,78
5678,Jayson Molumby,,west-brom,CDM,70,60,54,65,68,64,65
5694,Ryan Hedges,,blackburn-rovers,LM,70,79,64,64,71,39,58
5709,Hayden Carter,,blackburn-rovers,CB,70,71,40,57,59,69,78
5721,Semi Ajayi,,hull-city,CB,70,69,48,47,59,69,81
5726,Marcus Forss,,bolton,ST,70,74,70,54,67,39,69
5728,Ciaron Brown,,oxford-united,CB,70,65,46,56,61,70,75
5740,Karamoko Dembélé,,qpr,RM,70,83,64,65,74,43,43
5741,Ellis Simms,,coventry-city,ST,70,73,70,54,64,34,77
5750,Asmir Begović,,leicester-city,GK,70,70,70,65,67,26,73
5753,Andrew Hughes,,preston,CB,70,59,42,62,60,70,78
5785,Siriki Dembélé,,oxford-united,LM,70,88,66,59,74,28,54
5796,Emil Hansson,,blackpool,LM,70,73,66,68,74,35,52
5799,Lee Buchanan,,birmingham-city,LB,70,74,41,57,66,67,63
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
5816,Yang Min Hyeok,,portsmouth,RM,70,80,67,62,73,31,53
5837,Ashley Phillips,,stoke-city,CB,70,65,40,56,59,70,75
5849,Michał Helik,,oxford-united,CB,70,58,55,47,54,69,80
5851,Zak Vyner,,bristol-city,CB,70,68,35,56,62,70,72
5855,Egil Selvik,,watford,GK,70,70,69,66,70,19,69
5863,Ronnie Edwards,,southampton,CB,70,69,35,53,61,70,74
5870,Tommy Conway,,middlesbrough,ST,70,81,70,56,70,24,60
5872,George Edmundson,,middlesbrough,CB,70,68,35,51,57,69,80
5886,Liam Kitching,,coventry-city,CB,70,63,36,54,57,69,79
5934,Will Fish,,cardiff-city,CB,70,62,34,52,56,69,77
5947,Damion Downs,,southampton,ST,70,71,68,53,64,24,68
5965,Mark McGuinness,,sheffield-utd,CB,70,52,35,50,58,69,79
5967,Daryl Dike,,west-brom,ST,70,65,70,47,62,20,78
6015,Nat Phillips,,west-brom,CB,70,48,30,49,50,70,73
6023,Danny Batth,,derby-county,CB,70,34,23,43,41,70,80
6031,Oliver Rathbone,,wrexham,CM,69,82,60,64,70,64,76
6034,Brad Potts,,preston,RB,69,70,68,67,67,63,78
6047,Adam Randell,,bristol-city,CM,69,73,63,66,70,66,71
6084,Bali Mumba,,plymouth-argyle,LB,69,83,61,65,73,62,61
6088,Matt Crooks,,hull-city,CAM,69,55,68,65,66,67,83
6095,Ethan Laird,,birmingham-city,RB,69,85,54,61,69,63,71
6115,Shandon Baptiste,,luton-town,CM,69,67,58,67,75,68,66
6130,Kane Wilson,,mk-dons,RB,69,85,52,62,71,60,70
6131,Joe Rankin-Costello,,charlton-ath,RB,69,74,59,64,67,66,70
6133,Mark Sykes,,bristol-city,RM,69,73,63,64,69,63,68
6141,Robbie Brady,,preston,LB,69,63,64,73,69,65,65
6171,Taylor Gardner-Hickman,,blackburn-rovers,CM,69,73,62,68,68,65,62
6174,Isaac Price,,west-brom,CM,69,66,66,68,69,60,69
6182,Sam McCallum,,sheffield-utd,LB,69,79,55,63,66,65,69
6188,Amankwah Forson,,norwich,CM,69,86,60,69,75,57,50
6200,Jamie Shackleton,,sheffield-utd,RB,69,78,49,65,72,64,68
6203,Marc Leonard,,birmingham-city,CM,69,71,60,67,68,63,67
6227,Josh Key,,swansea-city,RB,69,84,50,61,67,61,71
6237,Jacob Brown,,luton-town,ST,69,73,69,63,69,48,71
6250,Liam Walsh,,luton-town,CM,69,62,63,70,73,59,65
6253,Éric Bocat,,stoke-city,LB,69,78,52,65,68,62,67
6255,Jordan James,,leicester-city,CM,69,62,66,66,68,62,68
6267,Harry Pickering,,blackburn-rovers,LB,69,73,52,64,66,64,72
6295,Richard Kone,,qpr,ST,69,82,67,54,68,40,79
6303,Ethan Horvath,,sheffield-wed,GK,69,71,67,66,70,48,67
6305,Ryan Wintle,,cardiff-city,CDM,69,67,57,66,66,65,68
6307,Jamie Cumming,,oxford-united,GK,69,69,68,68,69,47,68
6310,Alex Bangura,,middlesbrough,LB,69,93,37,55,68,60,76
6326,Hidde ter Avest,,oxford-united,RB,69,69,52,63,67,65,72
6327,Brandon Thomas-Asante,,coventry-city,ST,69,83,67,59,69,34,76
6334,Stefán Teitur Þórðarson,,preston,CM,69,59,65,64,67,63,70
6349,Aynsley Pears,,blackburn-rovers,GK,69,71,66,67,71,45,67
6364,Jak Alnwick,,cardiff-city,GK,69,69,67,65,69,46,70
6395,Kaly Sène,,middlesbrough,ST,69,85,70,62,73,27,68
6400,Joe Wildsmith,,west-brom,GK,69,68,69,68,68,42,69
6403,Babajide David Akintola,,hull-city,LM,69,88,63,59,69,40,65
6405,Arthur Okonkwo,,wrexham,GK,69,68,67,67,69,44,69
6407,Cody Drameh,,hull-city,RB,69,83,37,59,69,65,71
6420,Nathaniel Chalobah,,sheffield-wed,CDM,69,51,61,64,67,68,72
6422,Connor Ogilvie,,portsmouth,LB,69,70,46,61,63,65,78
6434,Haydon Roberts,,bristol-city,LB,69,71,47,64,66,65,70
6459,George Dobson,,wrexham,CDM,69,54,57,65,64,65,76
6462,Jay Dasilva,,coventry-city,LB,69,82,42,65,72,62,58
6476,Andre Brooks,,sheffield-utd,RM,69,74,63,65,72,48,59
6487,Sam Gallagher,,stoke-city,ST,69,66,70,57,64,45,78
6502,Sverre Nypan,,middlesbrough,CM,69,74,62,65,72,55,52
6506,Djibril Soumaré,,sheffield-utd,CDM,69,60,56,60,64,68,72
6511,Callum Robinson,,cardiff-city,ST,69,79,68,64,72,32,64
6521,Lamine Fanne,,luton-town,CDM,69,77,41,58,64,67,72
6539,Christian Walton,,ipswich,GK,69,70,68,66,70,35,68
6542,Przemysław Płacheta,,oxford-united,RM,69,91,61,60,71,39,55
6543,Danny McNamara,,millwall,LB,69,78,42,59,66,64,68
6544,Delano Burgzorg,,middlesbrough,LM,69,81,65,57,73,30,71
6546,Kwame Poku,,qpr,RM,69,85,63,64,72,44,49
6553,Kellen Fisher,,norwich,RB,69,73,43,59,65,66,71
6559,James Bree,,charlton-ath,RB,69,67,45,65,66,69,64
6582,Iván Azón,,ipswich,ST,69,74,68,53,62,38,80
6593,Conor Hazard,,plymouth-argyle,GK,69,69,67,64,71,34,69
6598,Jay Stansfield,,birmingham-city,ST,69,79,70,60,69,29,67
6660,Jerry Yates,,luton-town,ST,69,76,70,57,70,29,68
6667,Sontje Hansen,,middlesbrough,LM,69,87,63,62,72,29,57
6683,Yuki Ohashi,,blackburn-rovers,ST,69,71,68,57,68,36,69
6694,Josh Knight,,portsmouth,CB,69,59,52,54,59,69,75
6708,Tyler Bindon,,sheffield-utd,CB,69,58,46,59,64,68,73
6710,Iké Ugbo,,sheffield-wed,ST,69,75,67,58,68,29,70
6718,Nik Prelec,,oxford-united,ST,69,68,68,58,65,35,73
6730,Rhian Brewster,,derby-county,ST,69,77,69,56,70,32,62
6755,Jeremy Ngakia,,watford,RB,69,71,38,57,67,68,63
6760,Ryan Hardie,,wrexham,ST,69,82,68,51,70,27,65
