185,Marc Cucurella,,Chelsea,LB,84,75,64,79,80,82,79
193,Enzo Fernández,,Chelsea,CM,84,68,75,85,81,73,75
198,Giorgi Mamardashvili,,Liverpool,GK,84,84,81,72,84,48,84
201,Xavi Simons,,Tottenham Hotspur,CAM,84,77,77,80,87,61,70
207,Cody Gakpo,,Liverpool,LM,84,83,82,80,83,47,74
208,Bernardo Silva,,Manchester City,CM,84,61,78,83,89,71,65
213,Ollie Watkins,,Aston Villa,ST,84,77,83,73,80,50,80
214,James Maddison,,Tottenham Hotspur,CM,84,67,81,86,85,58,64
216,Omar Marmoush,,Manchester City,ST,84,89,85,76,86,34,71
236,Dominik Szoboszlai,,Liverpool,CAM,83,79,82,84,82,67,76
243,Dejan Kulusevski,,Tottenham Hotspur,CM,83,74,79,84,85,62,81
245,Mikel Merino,,Arsenal,CM,83,63,79,80,80,81,80
261,Anthony Gordon,,Newcastle United,LW,83,91,79,78,83,50,71
264,Mateo Kovačić,,Manchester City,CM,83,67,74,81,83,73,72
269,Jeremie Frimpong,,Liverpool,RB,83,94,62,74,84,72,63
276,Matheus Cunha,,Manchester United,CAM,83,77,85,79,84,44,75
277,Zubimendi,,Arsenal,CDM,83,66,67,79,79,80,73
278,Matz Sels,,Nottingham Forest,GK,83,82,80,79,83,36,83
280,Eberechi Eze,,Arsenal,CAM,83,74,80,81,87,50,68
284,Palhinha,,Tottenham Hotspur,CDM,83,56,68,70,72,84,85
286,Jarrod Bowen,,West Ham United,RM,83,76,81,78,82,46,70
288,Murillo,,Nottingham Forest,CB,83,80,48,67,71,83,83
290,Boubacar Kamara,,Aston Villa,CDM,83,64,55,74,75,83,80
291,Nathan Aké,,Manchester City,CB,83,72,53,72,75,84,74
294,Piero Hincapié,,Arsenal,CB,83,84,41,65,72,84,82
297,Hugo Ekitiké,,Liverpool,ST,83,86,78,69,85,33,73
304,Leandro Trossard,,Arsenal,LW,83,80,81,80,85,30,60
305,Benjamin White,,Arsenal,RB,83,70,35,75,75,83,78
312,Nikola Milenković,,Nottingham Forest,CB,83,57,46,63,62,84,86
316,Joelinton,,Newcastle United,CM,82,74,73,77,81,82,90
328,Pedro Porro,,Tottenham Hotspur,RB,82,78,73,81,80,77,76
332,Morgan Rogers,,Aston Villa,CAM,82,77,77,79,84,67,79
348,Milos Kerkez,,Liverpool,LB,82,87,59,75,78,77,80
349,Guglielmo Vicario,,Tottenham Hotspur,GK,82,83,78,78,84,52,80
356,Morgan Gibbs-White,,Nottingham Forest,CAM,82,75,77,82,84,60,72
367,Andrew Robertson,,Liverpool,LB,82,74,61,80,77,79,75
372,Antonee Robinson,,Fulham,LB,82,88,46,75,77,78,80
373,Kaoru Mitoma,,Brighton & Hove Albion,LM,82,87,73,76,86,57,64
380,Micky van de Ven,,Tottenham Hotspur,CB,82,90,49,64,72,82,80
384,Ezri Konsa,,Aston Villa,CB,82,75,53,71,75,84,78
386,Jurriën Timber,,Arsenal,RB,82,76,48,72,77,82,80
392,Fabian Schär,,Newcastle United,CB,82,51,68,76,73,84,80
395,Kai Havertz,,Arsenal,ST,82,72,79,78,81,48,74
406,Jean-Philippe Mateta,,Crystal Palace,ST,82,75,84,70,77,41,81
407,John Stones,,Manchester City,CB,82,64,58,74,75,84,72
419,Yoane Wissa,,Newcastle United,ST,82,85,82,70,80,31,71
424,Matthijs de Ligt,,Manchester United,CB,82,62,61,62,67,82,83
432,Marc Guéhi,,Crystal Palace,CB,82,69,39,69,73,83,78
439,Cristian Romero,,Tottenham Hotspur,CB,82,66,48,62,65,83,81
441,Savinho,,Manchester City,RW,82,87,71,78,86,30,53
444,Chris Wood,,Nottingham Forest,ST,82,53,83,68,72,40,81
449,Sven Botman,,Newcastle United,CB,82,56,37,62,65,83,82
452,Reece James,,Chelsea,RB,81,76,71,82,77,81,81
457,John McGinn,,Aston Villa,LM,81,69,77,78,80,77,83
472,Carlos Baleba,,Brighton & Hove Albion,CDM,81,74,70,75,80,79,79
479,Dean Henderson,,Crystal Palace,GK,81,82,78,77,82,55,80
481,Daniel Muñoz,,Crystal Palace,RB,81,75,69,72,76,79,81
488,Jacob Murphy,,Newcastle United,RW,81,82,77,78,80,61,70
499,Rayan Aït-Nouri,,Manchester City,LB,81,84,53,76,84,77,70
502,Gabriel Martinelli,,Arsenal,LW,81,90,77,75,83,46,72
513,Nick Pope,,Newcastle United,GK,81,81,81,68,82,49,78
517,Federico Chiesa,,Liverpool,RM,81,87,80,75,83,44,68
518,Lisandro Martínez,,Manchester United,CB,81,67,59,75,75,81,80
525,Lucas Perri,,Leeds United,GK,81,80,79,79,82,35,80
537,Anthony Elanga,,Newcastle United,RW,81,92,72,76,82,39,70
547,Randal Kolo Muani,,Tottenham Hotspur,ST,81,90,79,71,80,38,65
569,Rayan Cherki,,Manchester City,RW,81,75,75,80,88,21,65
583,André Onana,,Manchester United,GK,80,81,75,85,83,61,77
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
590,Maxim De Cuyper,,Brighton & Hove Albion,LB,80,76,73,80,79,75,75
591,Destiny Udogie,,Tottenham Hotspur,LB,80,88,64,73,78,76,79
592,Mohammed Kudus,,Tottenham Hotspur,RW,80,89,76,72,86,60,74
598,Curtis Jones,,Liverpool,CAM,80,74,74,76,82,72,76
599,Elliot Anderson,,Nottingham Forest,CDM,80,71,68,79,81,77,78
601,Lucas Paquetá,,West Ham United,CM,80,68,78,78,84,69,75
604,Andrey Santos,,Chelsea,CM,80,74,69,74,78,77,80
607,Ola Aina,,Nottingham Forest,RB,80,88,63,71,75,78,75
609,Bernd Leno,,Fulham,GK,80,80,79,76,81,53,80
611,Douglas Luiz,,Nottingham Forest,CM,80,67,75,82,80,75,70
616,Noussair Mazraoui,,Manchester United,RB,80,75,66,76,80,77,72
625,Lucas Digne,,Aston Villa,LB,80,69,68,79,76,77,74
628,Kieran Trippier,,Newcastle United,RB,80,66,65,83,77,80,71
636,Rodrigo Bentancur,,Tottenham Hotspur,CDM,80,64,68,78,79,78,72
641,Alex Iwobi,,Fulham,LM,80,76,74,77,81,56,73
642,Mikkel Damsgaard,,Brentford,CAM,80,68,73,82,81,66,67
644,Lewis Hall,,Newcastle United,LB,80,77,62,78,79,77,64
655,Noni Madueke,,Arsenal,RW,80,88,75,74,83,45,69
657,Jack Grealish,,Everton,LW,80,72,76,80,85,53,67
659,Tino Livramento,,Newcastle United,RB,80,82,51,72,78,76,74
661,Benjamin Šeško,,Manchester United,ST,80,83,80,65,78,46,80
663,Đorđe Petrović,,AFC Bournemouth,GK,80,80,78,73,82,41,78
666,Pedro Neto,,Chelsea,RM,80,91,76,74,82,40,68
667,Antoine Semenyo,,AFC Bournemouth,RM,80,80,78,73,81,40,79
672,Gabriel Jesus,,Arsenal,ST,80,81,79,74,86,39,71
673,Harvey Barnes,,Newcastle United,LW,80,83,80,75,81,43,68
677,Aaron Wan-Bissaka,,West Ham United,RB,80,80,51,69,77,78,73
697,Jérémy Doku,,Manchester City,LW,80,91,71,72,87,32,68
703,Dominic Solanke,,Tottenham Hotspur,ST,80,71,80,66,77,42,83
708,Christian Nørgaard,,Arsenal,CDM,80,49,65,74,71,79,79
709,Levi Colwill,,Chelsea,CB,80,70,43,71,72,81,80
715,Jan Paul van Hecke,,Brighton & Hove Albion,CB,80,67,46,72,70,80,78
718,Samuel Chukwueze,,Fulham,RW,80,88,74,74,83,36,57
720,Casemiro,,Manchester United,CDM,80,36,74,76,69,80,76
721,Evanilson,,AFC Bournemouth,ST,80,76,79,66,77,37,76
724,Jadon Sancho,,Aston Villa,LW,80,79,73,77,87,35,58
726,Pau Torres,,Aston Villa,CB,80,67,41,75,69,82,73
730,Florentino,,Burnley,CDM,80,55,47,65,73,81,80
733,Yeremy Pino,,Crystal Palace,RM,80,77,73,78,81,38,53
741,Harry Maguire,,Manchester United,CB,80,35,57,70,65,80,82
745,James Tarkowski,,Everton,CB,80,45,47,64,59,81,82
754,Matheus Nunes,,Manchester City,RB,79,85,70,76,79,73,76
758,Diogo Dalot,,Manchester United,RB,79,85,63,74,77,76,78
760,Stefan Ortega,,Manchester City,GK,79,78,77,85,81,52,78
762,Kyle Walker,,Burnley,RB,79,80,64,75,76,77,78
773,Ferdi Kadıoğlu,,Brighton & Hove Albion,RB,79,82,68,74,80,76,67
778,Nico González,,Manchester City,CDM,79,67,70,77,77,74,80
781,Ryan Christie,,AFC Bournemouth,CDM,79,69,70,77,78,74,76
784,Ian Maatsen,,Aston Villa,LB,79,87,65,75,81,73,63
790,Anton Stach,,Leeds United,CDM,79,70,68,75,72,78,80
791,Jordan Henderson,,Brentford,CDM,79,65,71,80,74,75,77
796,Dan Ndoye,,Nottingham Forest,LM,79,89,72,70,81,62,68
798,Pape Matar Sarr,,Tottenham Hotspur,CM,79,68,66,76,78,77,76
801,Amadou Onana,,Aston Villa,CDM,79,74,62,72,73,78,81
808,Matty Cash,,Aston Villa,RB,79,75,66,71,75,75,76
823,Kepa,,Arsenal,GK,79,77,78,82,81,40,77
824,Tyler Adams,,AFC Bournemouth,CDM,79,79,56,71,75,79,75
825,Nicolás Domínguez,,Nottingham Forest,CDM,79,69,65,72,76,76,77
830,Lewis Cook,,AFC Bournemouth,CDM,79,69,63,77,77,75,73
838,Reinildo,,Sunderland,LB,79,81,55,68,74,77,78
839,Caoimhin Kelleher,,Brentford,GK,79,77,76,79,80,43,78
844,Luke Shaw,,Manchester United,CB,79,69,57,78,75,79,72
850,Malo Gusto,,Chelsea,RB,79,84,45,75,78,73,74
856,Manuel Ugarte,,Manchester United,CDM,79,62,65,72,76,77,75
860,Wataru Endo,,Liverpool,CDM,79,58,68,71,77,79,73
861,Adam Wharton,,Crystal Palace,CDM,79,62,62,81,77,75,69
868,Walter Benítez,,Crystal Palace,GK,79,79,78,72,80,37,78
869,Olivier Boscagli,,Brighton & Hove Albion,CB,79,65,50,77,77,79,76
870,Sander Berge,,Fulham,CDM,79,55,65,74,71,75,84
872,Evann Guessand,,Aston Villa,RW,79,83,76,73,79,36,77
874,Amad,,Manchester United,CAM,79,85,74,75,83,54,52
879,Justin Kluivert,,AFC Bournemouth,CAM,79,87,78,76,81,38,62
883,Donyell Malen,,Aston Villa,RM,79,86,78,72,82,35,67
884,Ismaïla Sarr,,Crystal Palace,CAM,79,91,78,76,78,28,69
899,Emmanuel Agbadou,,Wolverhampton Wanderers,CB,79,80,48,63,66,78,83
903,Iliman Ndiaye,,Everton,LM,79,84,76,70,84,40,63
906,Nordi Mukiele,,Sunderland,RB,79,72,49,67,71,80,77
907,Trevoh Chalobah,,Chelsea,CB,79,66,53,69,70,80,78
908,João Pedro,,Chelsea,ST,79,78,78,72,81,37,70
912,Maxence Lacroix,,Crystal Palace,CB,79,88,40,57,67,80,82
913,Brennan Johnson,,Tottenham Hotspur,RW,79,86,76,72,78,43,59
918,Bafodé Diakité,,AFC Bournemouth,CB,79,72,46,65,71,79,80
919,Idrissa Gueye,,Everton,CDM,79,60,59,70,73,80,70
929,Wesley Fofana,,Chelsea,CB,79,74,41,62,71,80,78
933,Nick Woltemade,,Newcastle United,ST,79,67,78,65,79,41,74
934,Niclas Füllkrug,,West Ham United,ST,79,57,82,71,73,43,77
948,Joe Gomez,,Liverpool,CB,79,74,29,70,71,79,73
952,Toluwalase Arokodare,,Wolverhampton Wanderers,ST,79,75,80,57,70,31,81
959,Jarrad Branthwaite,,Everton,CB,79,71,39,58,60,80,78
960,Kevin Danso,,Tottenham Hotspur,CB,79,73,32,57,62,78,83
968,Nathan Collins,,Brentford,CB,79,62,31,58,63,80,81
969,Dan Burn,,Newcastle United,CB,79,42,36,67,64,79,85
993,Robert Sánchez,,Chelsea,GK,78,79,77,75,79,59,77
997,Jacob Ramsey,,Newcastle United,LM,78,77,75,73,80,68,72
1001,Bart Verbruggen,,Brighton & Hove Albion,GK,78,79,76,76,81,56,75
1016,Myles Lewis-Skelly,,Arsenal,LB,78,76,60,74,77,75,78
1026,Riccardo Calafiori,,Arsenal,LB,78,72,66,71,75,77,77
1030,Ladislav Krejčí,,Wolverhampton Wanderers,CB,78,72,68,68,69,76,84
1045,Yves Bissouma,,Tottenham Hotspur,CDM,78,66,66,74,79,76,74
1047,Mats Wieffer,,Brighton & Hove Albion,CDM,78,67,66,74,74,76,78
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
1048,Conor Bradley,,Liverpool,RB,78,80,61,70,75,75,74
1051,Saša Lukić,,Fulham,CDM,78,60,69,76,74,76,79
1061,Richarlison,,Tottenham Hotspur,ST,78,76,78,72,78,53,75
1063,Lutsharel Geertruida,,Sunderland,CB,78,72,59,70,75,78,78
1082,Marco Bizot,,Aston Villa,GK,78,78,75,72,78,46,79
1084,Djed Spence,,Tottenham Hotspur,RB,78,88,44,71,79,74,72
1094,Callum Hudson-Odoi,,Nottingham Forest,LM,78,82,75,75,81,50,63
1106,Dwight McNeil,,Everton,LM,78,67,76,79,79,55,68
1111,Jhon Arias,,Wolverhampton Wanderers,RW,78,85,75,74,79,42,68
1112,Amine Adli,,AFC Bournemouth,ST,78,84,76,70,82,42,69
1118,Romeo Lavia,,Chelsea,CDM,78,69,52,72,77,77,75
1131,Calvin Bassey,,Fulham,CB,78,81,44,63,68,77,87
1133,João Gomes,,Wolverhampton Wanderers,CDM,78,54,68,72,75,77,74
1136,Vitaliy Mykolenko,,Everton,LB,78,74,55,71,71,77,71
1146,Malick Thiaw,,Newcastle United,CB,78,72,47,69,72,78,80
1150,Jorrel Hato,,Chelsea,LB,78,85,41,70,74,75,73
1154,Tomáš Souček,,West Ham United,CDM,78,45,72,71,68,78,82
1162,André,,Wolverhampton Wanderers,CDM,78,58,58,74,77,75,72
1170,Kevin Schade,,Brentford,LM,78,92,75,70,78,30,68
1175,Neco Williams,,Nottingham Forest,LB,78,72,49,71,74,77,69
1176,Danny Welbeck,,Brighton & Hove Albion,ST,78,60,78,74,77,45,77
1185,Dilane Bakwa,,Nottingham Forest,RM,78,88,72,73,81,30,66
1187,Estêvão,,Chelsea,RM,78,90,74,73,82,33,57
1189,Omar Alderete,,Sunderland,CB,78,60,61,62,69,79,78
1198,Joël Veltman,,Brighton & Hove Albion,RB,78,63,49,68,70,80,77
1204,Jean-Clair Todibo,,West Ham United,CB,78,75,47,63,69,79,73
1205,Liam Delap,,Chelsea,ST,78,79,80,60,76,30,81
1215,Senne Lammens,,Manchester United,GK,78,79,77,71,77,21,79
1218,Tyrick Mitchell,,Crystal Palace,LB,78,75,41,68,73,76,70
1219,Harvey Elliott,,Aston Villa,CAM,78,72,70,77,81,53,50
1223,Callum Wilson,,West Ham United,ST,78,73,79,67,76,42,65
1224,Raheem Sterling,,Chelsea,LW,78,82,74,74,82,42,48
1226,Jørgen Strand Larsen,,Wolverhampton Wanderers,ST,78,75,79,62,70,32,83
1228,Arnaud Kalimuendo,,Nottingham Forest,ST,78,80,80,63,78,29,71
1230,Jamie Gittens,,Chelsea,LM,78,92,73,66,84,27,59
1231,Tosin Adarabioyo,,Chelsea,CB,78,70,46,63,64,78,79
1243,Marcos Senesi,,AFC Bournemouth,CB,78,56,42,70,72,79,75
1246,Joachim Andersen,,Fulham,CB,78,39,57,71,65,78,82
1253,Tyrone Mings,,Aston Villa,CB,78,58,44,67,64,78,76
1257,Leny Yoro,,Manchester United,CB,78,69,41,60,64,79,73
1287,Gabriel Gudmundsson,,Leeds United,LB,77,87,64,71,75,70,75
1289,Georginio Rutter,,Brighton & Hove Albion,CAM,77,77,75,75,80,60,74
1297,Kobbie Mainoo,,Manchester United,CM,77,68,69,74,81,73,74
1299,Jefferson Lerma,,Crystal Palace,CDM,77,68,71,70,74,76,79
1309,Alphonse Areola,,West Ham United,GK,77,78,75,74,78,55,76
1315,Lucas Bergvall,,Tottenham Hotspur,CM,77,75,63,76,77,71,73
1317,Aaron Ramsdale,,Newcastle United,GK,77,77,76,80,79,48,74
1318,Kiernan Dewsbury-Hall,,Everton,CM,77,66,72,77,78,70,71
1328,Quilindschy Hartman,,Burnley,LB,77,78,55,75,74,73,77
1332,Emiliano Buendía,,Aston Villa,CAM,77,66,74,78,81,66,66
1356,Daichi Kamada,,Crystal Palace,CM,77,71,72,77,78,64,66
1360,Habib Diarra,,Sunderland,CM,77,70,68,71,77,71,71
1362,José Sá,,Wolverhampton Wanderers,GK,77,77,75,70,77,52,76
1380,Filip Jörgensen,,Chelsea,GK,77,77,76,72,78,45,77
1383,Oleksandr Zinchenko,,Nottingham Forest,LB,77,63,66,79,78,76,62
1391,Mathias Jensen,,Brentford,CM,77,63,65,78,75,70,72
1392,Mason Mount,,Manchester United,CAM,77,67,76,79,78,62,61
1400,Martin Dúbravka,,Burnley,GK,77,76,76,78,79,38,75
1404,Ibrahim Sangaré,,Nottingham Forest,CDM,77,58,65,72,71,77,79
1406,Adrien Truffert,,AFC Bournemouth,LB,77,76,57,71,75,73,70
1421,Yankuba Minteh,,Brighton & Hove Albion,RM,77,94,67,66,81,55,57
1428,Joshua Zirkzee,,Manchester United,ST,77,71,76,72,82,41,76
1434,Ross Barkley,,Aston Villa,CM,77,53,77,78,76,64,68
1446,Dango Ouattara,,Brentford,LM,77,85,70,70,78,53,59
1449,Rico Lewis,,Manchester City,RB,77,76,54,74,79,73,58
1460,Emile Smith Rowe,,Fulham,CAM,77,72,72,75,80,52,61
1466,Raúl Jiménez,,Fulham,ST,77,57,79,74,75,46,79
1470,Alejandro Garnacho,,Chelsea,CAM,77,86,77,72,80,37,58
1473,Kenny Tete,,Fulham,RB,77,73,47,67,69,76,76
1481,Cheick Doucouré,,Crystal Palace,CDM,77,61,55,69,74,74,74
1486,Jaka Bijol,,Leeds United,CB,77,64,59,65,62,77,79
1490,Ryan Yates,,Nottingham Forest,CDM,77,50,62,68,67,76,82
1493,Will Hughes,,Crystal Palace,CDM,77,51,62,76,75,73,67
1497,Mathys Tel,,Tottenham Hotspur,ST,77,86,80,67,78,29,64
1500,James Ward-Prowse,,West Ham United,CM,77,42,74,83,74,66,64
1506,Enes Ünal,,AFC Bournemouth,ST,77,66,79,68,75,40,73
1511,Abdukodir Khusanov,,Manchester City,CB,77,85,39,59,64,77,76
1521,Igor Jesus,,Nottingham Forest,ST,77,70,77,63,72,36,77
1524,Brian Brobbey,,Sunderland,ST,77,84,73,56,72,30,80
1526,Guido Rodríguez,,West Ham United,CDM,77,45,58,70,69,77,75
1530,Thierno Barry,,Everton,ST,77,80,75,65,75,25,73
1539,Sepp van den Berg,,Brentford,CB,77,72,36,63,66,78,76
1541,Mosquera,,Arsenal,CB,77,74,46,60,56,78,76
1545,Maximilian Kilman,,West Ham United,CB,77,60,42,66,64,77,79
1560,Axel Disasi,,Chelsea,CB,77,56,48,60,58,77,79
1564,Lewis Dunk,,Brighton & Hove Albion,CB,77,37,52,66,64,78,78
1567,Ethan Pinnock,,Brentford,CB,77,60,36,56,61,78,79
1568,Chris Richards,,Crystal Palace,CB,77,66,27,58,62,78,77
1590,Joe Willock,,Newcastle United,CM,76,75,72,73,79,72,68
1606,Chrisantus Uche,,Crystal Palace,ST,76,68,73,69,73,68,83
1620,Marshall Munetsi,,Wolverhampton Wanderers,CM,76,67,69,71,72,74,79
1623,Ao Tanaka,,Leeds United,CDM,76,70,68,72,77,73,71
1627,Mads Hermansen,,West Ham United,GK,76,76,75,76,77,50,76
1643,James Trafford,,Manchester City,GK,76,77,74,72,78,53,74
1647,Daniel James,,Leeds United,RM,76,94,71,68,76,50,68
1648,Keane Lewis-Potter,,Brentford,LB,76,77,67,72,77,70,64
1656,Adama Traoré,,Fulham,RM,76,94,65,67,81,37,82
1658,Vitaly Janelt,,Brentford,CM,76,59,70,73,73,73,78
1671,Marcus Tavernier,,AFC Bournemouth,LM,76,75,74,73,78,60,64
1675,Romain Faivre,,AFC Bournemouth,RM,76,68,72,77,79,62,65
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
1720,Mateus Fernandes,,West Ham United,CAM,76,70,69,74,79,59,66
1736,Sam Johnstone,,Wolverhampton Wanderers,GK,76,77,76,69,77,41,74
1740,James Garner,,Everton,CDM,76,58,65,78,72,71,70
1749,Noah Okafor,,Leeds United,ST,76,86,76,71,80,31,69
1753,Timothy Castagne,,Fulham,RB,76,68,57,70,72,74,71
1755,Josh Cullen,,Burnley,CDM,76,61,61,75,73,72,70
1781,Ethan Nwaneri,,Arsenal,RW,76,82,70,74,78,50,54
1783,Lukas Nmecha,,Leeds United,ST,76,74,76,66,75,40,76
1786,Harry Wilson,,Fulham,RM,76,75,78,75,76,46,56
1788,Ethan Ampadu,,Leeds United,CB,76,67,51,64,70,76,78
1790,Rico Henry,,Brentford,LB,76,86,41,62,75,74,67
1791,Jake O'Brien,,Everton,CB,76,77,49,64,61,75,79
1816,Enzo Le Fée,,Sunderland,CM,76,63,61,76,80,62,56
1822,Konstantinos Mavropanos,,West Ham United,CB,76,71,56,54,59,77,79
1823,Crysencio Summerville,,West Ham United,LM,76,89,71,67,80,35,54
1826,Kevin,,Fulham,LW,76,81,70,70,80,33,61
1834,Maxime Estève,,Burnley,CB,76,75,40,57,63,76,82
1849,Simon Adingra,,Sunderland,RM,76,87,70,70,80,30,52
1857,Pascal Struijk,,Leeds United,CB,76,59,46,60,65,76,80
1867,Benoît Badiashile,,Chelsea,CB,76,60,45,64,62,76,77
1868,Beto,,Everton,ST,76,74,77,58,68,25,82
1875,Marcus Edwards,,Burnley,RM,76,84,69,70,81,30,48
1890,Joe Rodon,,Leeds United,CB,76,76,32,51,60,76,79
1891,Igor,,West Ham United,CB,76,64,37,57,58,75,83
1901,Morato,,Nottingham Forest,CB,76,53,37,57,60,76,80
1908,Issa Diop,,Fulham,CB,76,57,37,53,55,77,78
1915,Santiago Bueno,,Wolverhampton Wanderers,CB,76,50,31,56,56,77,77
1930,Arthur Masuaku,,Sunderland,LB,75,79,62,74,78,68,79
1941,El Hadji Malick Diouf,,West Ham United,LB,75,80,67,68,74,70,77
1947,Jean-Ricner Bellegarde,,Wolverhampton Wanderers,CAM,75,78,63,72,78,70,72
1960,Ryan Sessegnon,,Fulham,LB,75,78,67,72,77,71,65
1984,Connor Roberts,,Burnley,RB,75,76,61,71,72,71,75
1988,Dário Essugo,,Chelsea,CDM,75,76,58,64,73,74,81
2006,Jack Hinshelwood,,Brighton & Hove Albion,CDM,75,66,65,73,73,74,72
2018,Jayden Bogle,,Leeds United,RB,75,81,55,70,75,70,70
2021,Archie Gray,,Tottenham Hotspur,CDM,75,71,60,71,73,73,73
2029,Yasin Ayari,,Brighton & Hove Albion,CM,75,69,70,73,77,69,62
2062,Omari Hutchinson,,Nottingham Forest,CAM,75,80,73,70,79,55,59
2068,Tyrell Malacia,,Manchester United,LB,75,77,54,66,75,72,71
2103,Kristoffer Ajer,,Brentford,RB,75,67,56,65,68,74,81
2109,Carlos Alcaraz,,Everton,CAM,75,80,71,71,78,46,65
2114,Solly March,,Brighton & Hove Albion,RM,75,69,70,75,77,65,54
2115,Sean Longstaff,,Leeds United,CM,75,56,67,73,73,71,70
2119,Jota Silva,,Nottingham Forest,RM,75,79,72,69,76,44,70
2127,Bertrand Traoré,,Sunderland,RW,75,73,72,72,80,47,64
2131,Hwang Hee Chan,,Wolverhampton Wanderers,ST,75,81,75,70,75,39,68
2136,Zeki Amdouni,,Burnley,ST,75,71,76,69,76,46,70
2155,Toti,,Wolverhampton Wanderers,CB,75,77,47,65,66,75,76
2186,Antonín Kinský,,Tottenham Hotspur,GK,75,76,76,76,75,25,74
2188,Kyle Walker-Peters,,West Ham United,RB,75,76,47,68,76,71,64
2196,Altay Bayındır,,Manchester United,GK,75,77,72,70,77,30,75
2215,Ben Davies,,Tottenham Hotspur,CB,75,53,58,71,71,77,68
2236,David Brooks,,AFC Bournemouth,RM,75,70,69,74,77,48,58
2267,Rodrigo Muniz,,Fulham,ST,75,68,74,59,71,42,76
2292,Taiwo Awoniyi,,Nottingham Forest,ST,75,71,75,60,69,32,77
2303,Reiss Nelson,,Brentford,RM,75,76,67,71,78,36,54
2313,Wilson Odobert,,Tottenham Hotspur,LW,75,86,70,68,78,30,49
2321,Joël Piroe,,Leeds United,ST,75,64,78,65,72,29,71
2322,Igor Thiago,,Brentford,ST,75,66,75,54,69,37,78
2329,Facundo Buonanotte,,Chelsea,RM,75,75,70,73,76,30,53
2344,Radu Drăgușin,,Tottenham Hotspur,CB,75,67,37,53,65,75,74
2365,Adam Webster,,Brighton & Hove Albion,CB,75,54,31,60,67,76,72
2386,Hannibal,,Burnley,CM,74,76,63,73,76,68,82
2415,Frank Onyeka,,Brentford,CM,74,74,64,69,74,72,78
2423,Noah Sadiki,,Sunderland,CM,74,77,65,68,76,68,76
2424,Patrick Dorgu,,Manchester United,LB,74,86,59,69,74,69,73
2431,Jackson Tchatchoua,,Wolverhampton Wanderers,RB,74,89,59,63,74,66,78
2460,Merlin Röhl,,Everton,CAM,74,81,65,68,75,63,71
2497,Alex Scott,,AFC Bournemouth,CAM,74,71,62,73,79,65,68
2506,Matt Doherty,,Wolverhampton Wanderers,CB,74,66,63,69,69,74,75
2509,Jacob Bruun Larsen,,Burnley,LM,74,78,72,70,74,55,67
2554,Brenden Aaronson,,Leeds United,CAM,74,80,66,70,78,57,61
2556,Hugo Bueno,,Wolverhampton Wanderers,LB,74,74,52,73,78,68,67
